Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,TISSUE,transgenic_line
SRR9198795,5 days post fertilization,RNA-Seq,43,25974064,PRJNA546235,SAMN11955518,20224944,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198796,5 days post fertilization,RNA-Seq,43,20025831,PRJNA546235,SAMN11955518,15730296,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198797,5 days post fertilization,RNA-Seq,43,30848458,PRJNA546235,SAMN11955518,24356981,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198798,5 days post fertilization,RNA-Seq,43,36415926,PRJNA546235,SAMN11955518,28249683,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198799,5 days post fertilization,RNA-Seq,43,27803886,PRJNA546235,SAMN11955518,21855001,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198800,5 days post fertilization,RNA-Seq,43,23025640,PRJNA546235,SAMN11955518,18724604,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198801,5 days post fertilization,RNA-Seq,43,26340295,PRJNA546235,SAMN11955518,20835310,oligodendrocyte precursor cells,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198802,5 days post fertilization,RNA-Seq,43,33525681,PRJNA546235,SAMN11955518,26388652,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198803,5 days post fertilization,RNA-Seq,43,46375371,PRJNA546235,SAMN11955518,37088238,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198804,5 days post fertilization,RNA-Seq,43,3427100,PRJNA546235,SAMN11955518,2800113,oligodendrocyte precursor cells,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198805,5 days post fertilization,RNA-Seq,43,25345705,PRJNA546235,SAMN11955518,20018606,oligodendrocyte precursor cells,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198806,5 days post fertilization,RNA-Seq,43,35314610,PRJNA546235,SAMN11955518,27485400,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198807,5 days post fertilization,RNA-Seq,43,43741836,PRJNA546235,SAMN11955518,34273797,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198808,5 days post fertilization,RNA-Seq,43,39732946,PRJNA546235,SAMN11955518,30781299,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198809,5 days post fertilization,RNA-Seq,43,29658132,PRJNA546235,SAMN11955518,23667082,oligodendrocyte precursor cells,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198810,5 days post fertilization,RNA-Seq,43,50415221,PRJNA546235,SAMN11955518,39243056,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198811,5 days post fertilization,RNA-Seq,43,26586986,PRJNA546235,SAMN11955518,21694981,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198812,5 days post fertilization,RNA-Seq,43,24232564,PRJNA546235,SAMN11955518,19039954,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198813,5 days post fertilization,RNA-Seq,43,24659253,PRJNA546235,SAMN11955518,19252170,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198814,5 days post fertilization,RNA-Seq,43,18229291,PRJNA546235,SAMN11955518,15688823,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198815,5 days post fertilization,RNA-Seq,43,29871885,PRJNA546235,SAMN11955518,23595388,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198816,5 days post fertilization,RNA-Seq,43,23257410,PRJNA546235,SAMN11955518,19339811,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198817,5 days post fertilization,RNA-Seq,43,34148364,PRJNA546235,SAMN11955518,26591187,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198818,5 days post fertilization,RNA-Seq,43,29670516,PRJNA546235,SAMN11955518,23034908,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198819,5 days post fertilization,RNA-Seq,43,19916783,PRJNA546235,SAMN11955518,16091032,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198820,5 days post fertilization,RNA-Seq,43,41132467,PRJNA546235,SAMN11955518,32092709,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198821,5 days post fertilization,RNA-Seq,43,23368178,PRJNA546235,SAMN11955518,18469050,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198822,5 days post fertilization,RNA-Seq,43,26169026,PRJNA546235,SAMN11955518,20416472,oligodendrocyte precursor cells,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198823,5 days post fertilization,RNA-Seq,43,17577368,PRJNA546235,SAMN11955518,13968193,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198824,5 days post fertilization,RNA-Seq,43,11599766,PRJNA546235,SAMN11955518,9862699,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198825,5 days post fertilization,RNA-Seq,43,21712936,PRJNA546235,SAMN11955518,17010477,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198826,5 days post fertilization,RNA-Seq,43,17022066,PRJNA546235,SAMN11955518,14153050,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198827,5 days post fertilization,RNA-Seq,43,18090315,PRJNA546235,SAMN11955518,14487685,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198828,5 days post fertilization,RNA-Seq,43,22903477,PRJNA546235,SAMN11955518,17945253,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198829,5 days post fertilization,RNA-Seq,43,16150413,PRJNA546235,SAMN11955518,12872611,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198830,5 days post fertilization,RNA-Seq,43,20583111,PRJNA546235,SAMN11955518,16251437,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198831,5 days post fertilization,RNA-Seq,43,5173459,PRJNA546235,SAMN11955518,4184911,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198832,5 days post fertilization,RNA-Seq,43,31082722,PRJNA546235,SAMN11955518,24240463,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198833,5 days post fertilization,RNA-Seq,43,27915342,PRJNA546235,SAMN11955518,21791859,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198834,5 days post fertilization,RNA-Seq,43,15691388,PRJNA546235,SAMN11955518,12295380,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198835,5 days post fertilization,RNA-Seq,43,29872272,PRJNA546235,SAMN11955518,23297941,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198836,5 days post fertilization,RNA-Seq,43,37841419,PRJNA546235,SAMN11955518,29683917,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198837,5 days post fertilization,RNA-Seq,43,58384583,PRJNA546235,SAMN11955518,45132136,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198838,5 days post fertilization,RNA-Seq,43,49479154,PRJNA546235,SAMN11955518,38339152,oligodendrocyte precursor cells,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198839,5 days post fertilization,RNA-Seq,43,48183091,PRJNA546235,SAMN11955518,37309884,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198840,5 days post fertilization,RNA-Seq,43,50871494,PRJNA546235,SAMN11955518,39319834,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198841,5 days post fertilization,RNA-Seq,43,33375181,PRJNA546235,SAMN11955518,25994991,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198842,5 days post fertilization,RNA-Seq,43,9014993,PRJNA546235,SAMN11955518,7218370,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198843,5 days post fertilization,RNA-Seq,43,24629067,PRJNA546235,SAMN11955518,19237873,oligodendrocyte precursor cells,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198844,5 days post fertilization,RNA-Seq,43,20718131,PRJNA546235,SAMN11955518,16234688,oligodendrocyte precursor cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198845,5 days post fertilization,RNA-Seq,43,1722666,PRJNA546235,SAMN11955518,1470816,oligodendrocyte precursor cells,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198846,5 days post fertilization,RNA-Seq,43,29083996,PRJNA546235,SAMN11955518,22737852,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198847,5 days post fertilization,RNA-Seq,43,4960007,PRJNA546235,SAMN11955518,3975207,oligodendrocyte precursor cells,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
SRR9198848,5 days post fertilization,RNA-Seq,43,23558754,PRJNA546235,SAMN11955518,18393268,oligodendrocyte precursor cells,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5970646,GSM3851760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Danio rerio,ILLUMINA,2020-02-20T00:00:00Z,GSM3851760,oligodendrocyte precursor cells,SRP200391,EYFP cells FACS sorted from dissociated whole animal,Tg(olig1:memEYFP)
